Id,group_id,fold,actual_Q0_TOTAL_ASSETS,actual_Q0_TOTAL_LIABILITIES,actual_Q0_TOTAL_STOCKHOLDERS_EQUITY,actual_Q0_GROSS_PROFIT,actual_Q0_COST_OF_REVENUES,actual_Q0_REVENUES,actual_Q0_OPERATING_INCOME,actual_Q0_OPERATING_EXPENSES,actual_Q0_EBITDA,B0_Q0_TOTAL_ASSETS,B0_Q0_TOTAL_LIABILITIES,B0_Q0_TOTAL_STOCKHOLDERS_EQUITY,B0_Q0_GROSS_PROFIT,B0_Q0_COST_OF_REVENUES,B0_Q0_REVENUES,B0_Q0_OPERATING_INCOME,B0_Q0_OPERATING_EXPENSES,B0_Q0_EBITDA,B1_Q0_TOTAL_ASSETS,B1_Q0_TOTAL_LIABILITIES,B1_Q0_TOTAL_STOCKHOLDERS_EQUITY,B1_Q0_GROSS_PROFIT,B1_Q0_COST_OF_REVENUES,B1_Q0_REVENUES,B1_Q0_OPERATING_INCOME,B1_Q0_OPERATING_EXPENSES,B1_Q0_EBITDA,B2_Q0_TOTAL_ASSETS,B2_Q0_TOTAL_LIABILITIES,B2_Q0_TOTAL_STOCKHOLDERS_EQUITY,B2_Q0_GROSS_PROFIT,B2_Q0_COST_OF_REVENUES,B2_Q0_REVENUES,B2_Q0_OPERATING_INCOME,B2_Q0_OPERATING_EXPENSES,B2_Q0_EBITDA,B3_Q0_TOTAL_ASSETS,B3_Q0_TOTAL_LIABILITIES,B3_Q0_TOTAL_STOCKHOLDERS_EQUITY,B3_Q0_GROSS_PROFIT,B3_Q0_COST_OF_REVENUES,B3_Q0_REVENUES,B3_Q0_OPERATING_INCOME,B3_Q0_OPERATING_EXPENSES,B3_Q0_EBITDA,B4_Q0_TOTAL_ASSETS,B4_Q0_TOTAL_LIABILITIES,B4_Q0_TOTAL_STOCKHOLDERS_EQUITY,B4_Q0_GROSS_PROFIT,B4_Q0_COST_OF_REVENUES,B4_Q0_REVENUES,B4_Q0_OPERATING_INCOME,B4_Q0_OPERATING_EXPENSES,B4_Q0_EBITDA
1774,999,4,7236206.0,4913744.0,2190428.0,634746.0,2326079.0,2960825.0,-234151.0,886442.0,-251696.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,6240764.0,4765925.0,1358889.0,485223.0,2364815.0,2850038.0,-319690.0,876069.0,-390846.0,5047729.0,2676237.0,2238767.0,254796.0,2302012.0,2556808.0,-240950.0,517726.0,-262930.0,6783639.5,5573629.999999999,1090636.5000000014,548735.4999999998,2465172.9999999995,3013908.499999999,-418235.9999999998,1027137.4999999993,-478401.9999999998,5047729.0,2676237.0,2009140.9000000004,485223.0,2358534.7,2820715.0,-345340.9999999999,819507.25,-391529.6
868,173,0,6411000000.0,3370100000.0,3176144611.7201624,371800000.0,637000000.0,1008800000.0,180100000.0,166200000.0,205600000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,6508300000.0,3573000000.0,3224349083.833775,399500000.0,683000000.0,1082500000.0,208500000.0,165100000.0,234400000.0,6508600000.0,3869400000.0,3224497710.1609497,348100000.0,707000000.0,1055100000.0,147100000.0,177300000.0,170800000.0,6589600000.0,3569150000.0000014,3264626818.4980793,416349999.9999999,652899999.9999996,1069249999.9999998,226749999.9999999,163099999.99999997,253249999.9999999,6508600000.0,3869400000.0,3232523531.828376,399500000.0,685400000.0,1079760000.0,199204999.99999994,167340000.0,227334999.99999997
1391,87,1,345836000.0,48837000.0,296999000.0,3870000.0,113328000.0,116752000.0,297000.0,3573000.0,297000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,354459000.0,60236000.0,294223000.0,-8592000.0,92626000.0,85308000.0,-11583000.0,2991000.0,-11583000.0,341338000.0,62762000.0,278576000.0,13807000.0,96459000.0,118108000.0,16890000.0,3095000.0,10712000.0,370429000.0,63445000.00000002,306983999.9999998,-4684000.000000009,70364500.00000001,63334500.00000001,-10902499.999999996,3129499.9999999977,-7813500.000000002,341338000.0,62762000.0,284257600.0,-8592000.0,93009300.0,88588000.0,-2700849.999999998,3025650.0,-5993150.0
1734,908,0,20108000.0,9068000.0,11040000.0,3847000.0,661000.0,4508000.0,-4126000.0,7973000.0,-4126000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,14222000.0,7158000.0,7064000.0,2966000.0,585000.0,3551000.0,-4988000.0,7954000.0,-4988000.0,29491000.0,7287000.0,22204000.0,1718000.0,258000.0,1976000.0,-5556000.0,7274000.0,-5556000.0,8626500.000000006,6741000.000000001,1885500.0000000126,3267999.9999999995,684999.9999999998,3952999.999999999,-5308499.999999996,8576499.999999993,-5308499.999999996,29491000.0,7287000.0,18140300.000000004,2966000.0,552300.0,3393500.0,-5318649.999999998,7880249.999999999,-5197749.999999999
1416,557,1,1564856000.0,1122858000.0,416354000.0,276207000.0,-11227000.0,264980000.0,5657000.0,270550000.0,5657000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,1532816000.0,1101457000.0,406271000.0,271805000.0,-9995000.0,261810000.0,4748000.0,267057000.0,4748000.0,1501767000.0,1073515000.0,403495000.0,227814000.0,-8313000.0,219501000.0,-4826000.0,232640000.0,-4826000.0,1535389999.9999995,1108204499.9999995,402232500.0,284536999.9999999,-10350500.0,274186499.9999998,5566499.999999998,278970499.9999999,5566499.999999998,1501767000.0,1073515000.0,403242500.0,271805000.0,-9826800.0,257579100.0,2285049.999999999,261364950.0,3078749.999999999
352,965,3,1125373000.0,521681703.6382896,29987000.0,142411000.0,-42080000.0,100331000.0,17283000.0,125128000.0,17283000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,1102217000.0,510947430.1756704,24791000.0,126181000.0,-36199000.0,89982000.0,71000.0,126110000.0,71000.0,1490304000.0,690850348.8700703,-55017000.0,266485000.0,-135925000.0,130560000.0,138116000.0,128369000.0,138116000.0,912215500.0000005,422869693.981688,69718499.99999984,58801000.00000003,14400999.999999944,73202000.00000001,-63811999.99999988,122612999.99999996,-63811999.99999988,1490304000.0,690850348.8700703,-30069900.00000003,126181000.0,-46171600.0,94039800.0,9543000.00000006,126212100.0,8515100.000000037
135,107,1,630871000.0,398464000.0,232407000.0,80823000.0,413091000.0,493914000.0,-14453000.0,95276000.0,-14453000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,653588000.0,423187000.0,230401000.0,60205000.0,270787000.0,330992000.0,26000.0,60179000.0,26000.0,598887000.0,361799000.0,237088000.0,50030000.0,326711000.0,376741000.0,-26877000.0,76907000.0,-26877000.0,662348499.9999999,431029499.9999999,231319000.00000003,48944999.999999985,171945500.00000006,220890500.00000012,12279499.999999981,36665500.00000004,12279499.999999981,598887000.0,361799000.0,235934200.0,60205000.0,276379400.0,335566900.0,-1918150.0000000093,61173250.0,-1678550.0000000056
1338,943,0,123668000.0,40963000.0,50285000.0,29188000.0,11108000.0,40296000.0,-25553000.0,35508000.0,-6320000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,124211000.0,58704000.0,38780000.0,34099000.0,14740000.0,48839000.0,-10473000.0,29713000.0,4386000.0,139619000.0,55702000.0,48168000.0,21917000.0,9835000.0,31752000.0,-27687000.0,33409000.0,-11492000.0,120179999.99999996,66429500.00000002,32394500.00000002,40085499.99999997,17467499.999999996,57552999.99999998,-2314500.0000000135,27858500.000000007,12226999.999999987,139619000.0,55702000.0,45013300.0,34099000.0,14249500.0,47130300.0,-11557950.000000007,30266750.0,3562699.999999996
1076,247,1,34865437.0,19085704.0,15779733.0,0.0,1198.0,1198.0,-6520186.0,6520186.0,-6520186.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,29346899.0,18824952.0,10521947.0,0.0,1600000.0,14000000.0,-5960870.0,5960870.0,-5960870.0,31405491.0,11076323.0,20329168.0,0.0,0.0,0.0,-7230228.0,7230228.0,-7230228.0,28298895.499999996,20034604.999999996,8264290.500000009,-1.6463369307245723e-09,2560000.000000001,22400000.000000007,-5075174.000000002,5075174.000000002,-5075174.000000002,31405491.0,11076323.0,17916192.500000004,0.0,1440000.0,12600000.0,-5898829.4,6126172.0,-5949032.8
1426,223,0,1275550000.0,1504271000.0,-228721000.0,-35238000.0,59168000.0,23930000.0,6621000.0,102745000.0,-137983000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,1215841000.0,1419036000.0,-203195000.0,-36751000.0,59502000.0,22751000.0,18465000.0,88299000.0,-125050000.0,1244194000.0,1330663000.0,-86469000.0,103222000.0,-80389000.0,22833000.0,1012000.0,102210000.0,1012000.0,1208508500.0,1465391500.0,-256882999.99999994,-35516499.999999985,58093499.99999999,22576999.99999999,18152500.0,89845999.99999993,-125362499.99999993,1244194000.0,1330663000.0,-120551800.0,-36751000.0,45512900.0,22759200.0,13072850.0,91235900.0,-99931349.99999997
2023,1260,3,151712000.0,195428000.0,28605000.0,11588000.0,43977000.0,55565000.0,-8864000.0,20452000.0,-8864000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,138859000.0,171441000.0,31054000.0,4812000.0,30551000.0,35363000.0,-10637000.0,15449000.0,-10637000.0,123459000.0,121054000.0,36668000.0,1768000.0,35782000.0,37550000.0,-10648000.0,12416000.0,-10648000.0,142675499.99999997,186461499.99999997,29336499.999999996,6421999.999999996,25064999.999999993,31487000.000000007,-10684499.999999994,17106499.999999996,-10684499.999999994,123459000.0,121054000.0,35201700.0,4812000.0,31074100.0,35581700.0,-10664049.999999996,15008150.0,-10653449.999999998
1219,351,2,1812825000.0,1134969000.0,677856000.0,53184000.0,120142000.0,173326000.0,31929000.0,16945000.0,36239000.0,4477527608.691301,3116993103.3607926,1060132734.0932164,414394115.5442648,654843072.9761355,1048567242.1909161,92227053.46728252,348255722.2755966,66138393.268668205,1814038000.0,1146274000.0,667764000.0,60970000.0,123140000.0,184110000.0,33313000.0,21395000.0,39575000.0,1931795000.0,1192270000.0,739525000.0,67669000.0,164864000.0,232533000.0,38536000.0,21460000.0,46209000.0,1763165000.0000002,1128088000.0000005,635077000.0000001,45381999.999999985,102898500.0,148280499.99999997,18374000.0,21224499.99999999,24157500.000000007,1931795000.0,1192270000.0,718635400.0,60970000.0,127312400.0,188952300.0,27410400.0,21390950.0,36276550.0
201,868,0,-1450776000.0,-894261000.0,-556515000.0,162740000.0,213058000.0,375798000.0,-31210000.0,193950000.0,-31210000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,659970000.0,406189000.0,253781000.0,167903000.0,227011000.0,394914000.0,-24747000.0,192650000.0,-24747000.0,764535000.0,441884000.0,322651000.0,908474000.0,1164338000.0,2072812000.0,-208045000.0,1116519000.0,-208045000.0,608001499.9999998,387907499.9999999,220093999.99999985,-201775499.99999952,-233657499.99999952,-435432999.9999989,45920499.99999987,-247695999.99999925,45920499.99999987,764535000.0,441884000.0,302139600.0,167903000.0,320743700.0,562703800.0,-44402650.00000006,333389200.00000006,-40206350.00000004
580,455,3,526507000.0,370554000.0,155953000.0,66328000.0,107226000.0,173554000.0,-7923000.0,69543000.0,-3215000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,534430000.0,374468000.0,159962000.0,66029000.0,113659000.0,179688000.0,-9459000.0,70807000.0,-4778000.0,501539000.0,367929000.0,133610000.0,70423000.0,114589000.0,185012000.0,-3330000.0,68481000.0,1942000.0,-230021499.99999896,-189774999.99999952,-40246499.999999754,72207499.99999997,119705000.00000003,191912499.9999999,-4094000.000000007,71855499.99999999,351999.9999999936,501539000.0,367929000.0,98838700.00000004,66029000.0,113752000.0,180220400.0,-4937800.000000004,70446650.0,-1895000.0000000019
268,550,3,3089123000.0,1300561000.0,1788562000.0,286131000.0,850247000.0,1136378000.0,205227000.0,1010678000.0,-724547000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,2924502000.0,1250561000.0,1673941000.0,309301000.0,833456000.0,1142757000.0,206478000.0,988510000.0,-679209000.0,2525158000.0,1117720000.0,1404740000.0,313794000.0,874453000.0,1188247000.0,182983000.0,1005264000.0,-691470000.0,3042234000.0000005,1276952499.9999998,1766630500.0,339234500.00000006,840437499.9999998,1179671999.999999,227546499.99999994,1004356499.9999998,-665121999.9999999,2525158000.0,1117720000.0,1477118100.0,309301000.0,837555700.0,1147306000.0,209963749.99999997,993445450.0,-677435100.0
484,1474,4,2026392000.0,773709000.0,1259138837.126244,36270000.0,906000.0,37176000.0,-286393000.0,341823000.0,-305553000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,2291999000.0,788414000.0,1567056000.0,43249000.0,2034000.0,45283000.0,-184151000.0,264719000.0,-221470000.0,1870695000.0,430959000.0,1434736000.0,22019000.0,2660000.0,24679000.0,-653021000.0,719419000.0,-697400000.0,2565255999.999999,977745999.9999996,1656712000.0000005,47016999.99999998,2974499.999999997,49991499.99999999,34486999.9999998,53233000.0000003,-6216000.000000384,1870695000.0,430959000.0,1479131200.0,43249000.0,2096600.0,43222600.0,-215493000.0000001,334510400.0,-252079800.00000012
1169,319,4,59798486.0,24561228.0,24680354.49630476,-143441.0,231837.0,88396.0,-6239976.0,6096535.0,-6239976.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,43493970.0,2405712.0,17951066.487730883,-192483.0,332027.0,139544.0,-6266473.0,6073990.0,-6266473.0,62125356.0,3682581.0,25640712.8650236,-581817.0,955003.0,373186.0,-5804231.0,5222414.0,-5804231.0,37085251.50000003,1793700.5000000026,15306025.533900946,45071.499999999774,-35578.499999999316,9493.000000000133,-6263410.999999998,6308482.500000001,-6263410.999999998,62125356.0,3682581.0,23573775.398799073,-192483.0,394324.6,162908.2,-6126269.399999999,5927124.05,-6173106.0
595,1472,1,269960000.0,370356000.0,-100396000.0,29296000.0,911000.0,30207000.0,-31260000.0,67269000.0,-37973000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,297830000.0,369078000.0,-71248000.0,27266000.0,1194000.0,28460000.0,-29573000.0,67152000.0,-39886000.0,231236000.0,371516000.0,-140280000.0,31029000.0,980000.0,32009000.0,-30839000.0,66984000.0,-35955000.0,345111999.9999999,368807000.0,-23695000.00000008,25220000.000000007,1379499.9999999981,26599499.999999996,-29603000.0,68458500.0,-43238499.99999999,231236000.0,371516000.0,-116963000.00000001,27266000.0,1172600.0,28814900.0,-29967800.0,67249050.0,-40105550.0
1664,644,4,1411497000.0,713457000.0,667698000.0,123110000.0,21917000.0,145027000.0,16171000.0,124278000.0,-1168000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,1382720000.0,710621000.0,644231000.0,118856000.0,21576000.0,140432000.0,16159000.0,121349000.0,-2493000.0,1309773000.0,692968000.0,593776000.0,114689000.0,18437000.0,133126000.0,16316000.0,114236000.0,453000.0,1406598499.9999998,717291499.9999999,660033500.0,119416999.99999993,22148999.999999996,141565999.99999994,12410499.999999989,126593499.99999993,-7176499.999999993,1309773000.0,692968000.0,607027500.0,118856000.0,21262100.0,139701400.0,14331849.999999994,120450850.0,-3308849.9999999977
1737,775,3,1068388000.0,793168000.0,275220000.0,1125000.0,126961000.0,114574000.0,-123332000.0,124457000.0,-123332000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,1059822000.0,732343000.0,327479000.0,30535000.0,80922000.0,98320000.0,-79922000.0,110457000.0,-79922000.0,1046030000.0,654341000.0,391689000.0,18153000.0,74352000.0,84148000.0,-90370000.0,108523000.0,-90370000.0,-490178999.99999815,-201623999.99999893,-288554999.9999993,37954499.99999997,94840499.99999993,117411499.99999996,-73889000.0,111843499.99999997,-73889000.0,1046030000.0,654341000.0,255640200.00000015,30535000.0,80265000.0,96902800.0,-80039900.0,110208850.0,-80201700.0
1105,1008,0,736494000.0,390655000.0,345839000.0,107458000.0,77264000.0,184722000.0,-21496000.0,128954000.0,-21496000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,722144000.0,389023000.0,333121000.0,102302000.0,75938000.0,178240000.0,-27462000.0,129764000.0,-27462000.0,730393000.0,373877000.0,356516000.0,89352000.0,69080000.0,158432000.0,-43251000.0,132603000.0,-43251000.0,715397499.9999999,397991999.9999999,317405500.00000006,107490499.99999997,79748500.0,187238999.99999994,-29474999.999999993,136965499.99999997,-29474999.999999993,730393000.0,373877000.0,348693900.0,102302000.0,75252200.0,176259200.0,-33205199.999999996,131051950.0,-31223700.0
366,1418,0,1026034000.0,544592518.5648394,829659000.0,179923000.0,-1664000.0,178259000.0,43073000.0,136850000.0,43073000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,1013670000.0,538030024.6323423,792432000.0,186564000.0,-2044000.0,184520000.0,48094000.0,138470000.0,48094000.0,899203000.0,477273878.3228034,706222000.0,168420000.0,-1983000.0,166437000.0,29324000.0,139096000.0,29324000.0,1045574500.0000004,554964114.5441308,819907000.0,200152999.99999994,-2191999.999999999,197960999.99999982,55099999.999999985,145052999.99999994,55099999.999999985,899203000.0,477273878.3228034,728959000.0,186564000.0,-2037900.0,182711700.0,45965999.99999999,139253500.0,46441799.99999999
847,803,0,2995900000.0,1720300000.0,1275600000.0,234800000.0,244100000.0,478900000.0,25200000.0,209600000.0,25200000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,3011200000.0,1702900000.0,1308300000.0,221200000.0,234100000.0,455300000.0,29300000.0,191900000.0,29300000.0,3056400000.0,1803800000.0,1252600000.0,282500000.0,266800000.0,549300000.0,54800000.0,227700000.0,54800000.0,3040750000.0000005,1693599999.9999998,1347149999.9999998,240165000.0000001,232270000.00000018,472435000.0,35330000.00000002,204835000.00000003,35330000.00000002,3056400000.0,1803800000.0,1271510000.0,221200000.0,237370000.0,464700000.0,39965000.000000015,200353500.0,36209000.00000001
1604,1535,3,700529000.0,363632000.0,335762000.0,46249000.0,72678000.0,118927000.0,-13197000.0,59446000.0,-13197000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,708482000.0,366006000.0,341362000.0,43556000.0,67452000.0,111008000.0,-28053000.0,71609000.0,-28053000.0,754284000.0,361322000.0,391843000.0,40901000.0,62670000.0,103571000.0,-15199000.0,56100000.0,-15199000.0,693678500.0,366507500.00000006,326069000.0,42789999.999999985,69095499.99999997,111885499.99999999,-30346999.999999993,73136999.99999999,-30346999.999999993,754284000.0,361322000.0,378688200.0,43556000.0,66973800.0,110264300.0,-25343799.999999996,68660000.0,-26170400.0
579,1274,4,5913288000.0,5639252000.0,274036000.0,470311000.0,1040995000.0,1511306000.0,65962000.0,404349000.0,65962000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,6279031000.0,5931071000.0,347960000.0,482737000.0,956243000.0,1438980000.0,69404000.0,413333000.0,69404000.0,7099281000.0,6424397000.0,674884000.0,562852000.0,1107889000.0,1670741000.0,141444000.0,421408000.0,141444000.0,5945730500.000002,5765449500.000002,12267500.000000624,426157499.99999994,872157000.0,1298314500.0,27341500.00000008,398815999.9999999,27341500.00000008,7099281000.0,6424397000.0,542360700.0000001,482737000.0,971407600.0,1462156100.0,69984750.00000004,413496300.0,71193250.00000003
874,1085,3,232365000.0,164743000.0,67622000.0,43176000.0,202053000.0,245229000.0,9035000.0,31930000.0,11246000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,233698000.0,166716000.0,66982000.0,28901000.0,137870000.0,166771000.0,5747000.0,21837000.0,7064000.0,199622000.0,146211000.0,53411000.0,37984000.0,177459000.0,215443000.0,11156000.0,25026000.0,12958000.0,257152999.99999997,184829999.99999997,72322999.99999997,17513500.000000007,84056000.00000004,101569500.00000012,2285500.000000005,14455500.000000002,3058000.0000000065,199622000.0,146211000.0,57193399.99999999,28901000.0,141828900.0,171638200.0,5638950.000000003,21736650.0,7041000.000000002
193,58,0,24556000.0,5997000.0,18559000.0,-561000.0,1648000.0,1087000.0,-8770000.0,3225000.0,-3786000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,26409000.0,5613000.0,20796000.0,-350000.0,1327000.0,977000.0,-5898000.0,2126000.0,-2476000.0,19017000.0,5289000.0,13728000.0,-773000.0,1279000.0,506000.0,-7675000.0,3262000.0,-4035000.0,31132000.0,5512499.999999998,25619500.0,-87000.0000000004,962500.0000000006,875499.9999999999,-3450000.000000004,974000.0000000013,-1061000.0000000023,19017000.0,5289000.0,16106300.0,-350000.0,1322200.0,929900.0,-5207100.000000002,2238000.0,-2363300.000000001
680,575,3,7852974.0,8726749.0,-873775.0,1562860.0,0.0,1562860.0,-1603437.0,3166297.0,-1603437.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,8979697.0,8441323.0,538374.0,1131368.0,0.0,1131368.0,-1784423.0,2915791.0,-1784423.0,13410520.0,7877622.0,5532898.0,832100.0,0.0,832100.0,-1912551.0,2744651.0,-1912551.0,7294090.500000003,8459090.0,-1164999.499999996,1120521.9999999995,0.0,1120521.9999999995,-1905703.9999999998,3026225.9999999995,-1905703.9999999998,13410520.0,7877622.0,4193318.500000001,1131368.0,0.0,1101441.2000000002,-1883501.9,2892606.5,-1846432.9
702,290,3,52606000.0,31088000.0,21518000.0,2202000.0,21569000.0,23771000.0,-1737000.0,2889000.0,-687000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,38037000.0,28509000.0,9528000.0,1033000.0,17047000.0,18080000.0,-2959000.0,3295000.0,-2262000.0,54186000.0,38050000.0,16136000.0,777000.0,17914000.0,18691000.0,-3708000.0,3254000.0,-2477000.0,31180000.0,23449000.00000002,7731000.000000002,1943999.9999999977,16624499.999999998,18568499.99999999,-1818500.0000000005,3293000.0,-1349000.0000000012,54186000.0,38050000.0,14455000.0,1033000.0,17133700.0,18141100.0,-2613450.0,3286600.0,-2031100.0000000005
499,1102,1,641605000.0,98505000.0,543100000.0,35752000.0,3063000.0,38815000.0,-5995000.0,24767000.0,10985000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,641682000.0,101784000.0,539898000.0,42557000.0,3499000.0,46056000.0,-2867000.0,28399000.0,14158000.0,621788000.0,106131000.0,515657000.0,58998000.0,6320000.0,65318000.0,3908000.0,29854000.0,29144000.0,653054000.0000001,103114999.99999999,549938999.9999999,41920000.0,2726000.000000002,44645999.99999997,-3818999.999999998,31523999.999999966,10396000.000000007,621788000.0,106131000.0,522513400.0,42557000.0,3781100.0,47982200.0,-1310499.999999999,29002499.999999996,16026600.000000002
277,132,1,428119000.0,200385000.0,227734000.0,32734000.0,3693000.0,36427000.0,-31432000.0,67859000.0,-35125000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,447389000.0,199918000.0,247471000.0,36516000.0,3650000.0,40166000.0,-35633000.0,75799000.0,-39283000.0,772414000.0,340113000.0,432301000.0,52700000.0,7555000.0,60255000.0,-75288000.0,135543000.0,-82843000.0,367263000.00000006,208749500.00000006,158513500.00000006,30066500.0,2163500.0000000005,32230000.000000004,-14022999.99999999,46252999.99999997,-16186500.000000011,772414000.0,340113000.0,377543500.0,36516000.0,4040500.0,42174900.0,-36724499.99999999,84793200.0,-41066050.0
1540,286,2,1748597000.0,773677579.6790999,871968000.0,88936000.0,314131000.0,403067000.0,36520000.0,38806000.0,50130000.0,4477527608.691301,3116993103.3607926,1060132734.0932164,414394115.5442648,654843072.9761355,1048567242.1909161,92227053.46728252,348255722.2755966,66138393.268668205,1737711000.0,768861001.5124974,847123000.0,89055000.0,309496000.0,398551000.0,35344000.0,38911000.0,50144000.0,1702323000.0,753203361.59336,766677000.0,82743000.0,345448000.0,428191000.0,29097000.0,38958000.0,43785000.0,1745541500.0000002,772325654.7674656,874781500.0000002,93351499.99999993,312366999.99999976,405718499.9999999,39265499.99999999,39599999.999999985,53751499.99999996,1702323000.0,753203361.59336,788297900.0,89055000.0,313091200.0,401515000.0,35430650.0,38989300.0,49954449.999999985
40,143,0,-12646800000.0,-10176700000.0,-2456100000.0,244400000.0,496400000.0,740800000.0,16300000.0,228100000.0,16300000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,6354400000.0,3794500000.0,2558700000.0,263500000.0,472000000.0,735500000.0,-124700000.0,388200000.0,-124700000.0,-11891300000.0,-9171700000.0,-2705500000.0,239500000.0,510000000.0,749500000.0,16400000.0,223100000.0,16400000.0,15192549999.999989,10678299999.999989,4502549999.999997,250999999.9999998,474349999.99999994,725349999.9999994,-171399999.99999988,422399999.9999999,-171399999.99999988,-11891300000.0,-9171700000.0,-1263890000.0000005,263500000.0,475800000.0,736900000.0,-105719999.99999994,358600000.0,-110489999.99999997
