Id,group_id,outer_fold,actual_Q0_TOTAL_ASSETS,pred_Q0_TOTAL_ASSETS,postprocessed_pred_Q0_TOTAL_ASSETS,actual_Q0_TOTAL_LIABILITIES,pred_Q0_TOTAL_LIABILITIES,postprocessed_pred_Q0_TOTAL_LIABILITIES,actual_Q0_TOTAL_STOCKHOLDERS_EQUITY,pred_Q0_TOTAL_STOCKHOLDERS_EQUITY,postprocessed_pred_Q0_TOTAL_STOCKHOLDERS_EQUITY,actual_Q0_GROSS_PROFIT,pred_Q0_GROSS_PROFIT,postprocessed_pred_Q0_GROSS_PROFIT,actual_Q0_COST_OF_REVENUES,pred_Q0_COST_OF_REVENUES,postprocessed_pred_Q0_COST_OF_REVENUES,actual_Q0_REVENUES,pred_Q0_REVENUES,postprocessed_pred_Q0_REVENUES,actual_Q0_OPERATING_INCOME,pred_Q0_OPERATING_INCOME,postprocessed_pred_Q0_OPERATING_INCOME,actual_Q0_OPERATING_EXPENSES,pred_Q0_OPERATING_EXPENSES,postprocessed_pred_Q0_OPERATING_EXPENSES,actual_Q0_EBITDA,pred_Q0_EBITDA,postprocessed_pred_Q0_EBITDA
874,482,1,232365000.0,732931910.9863442,732931910.9863442,164743000.0,138532939.47646454,138532939.47646454,67622000.0,754844882.4016814,754844882.4016814,43176000.0,37754412.237134784,37754412.237134784,202053000.0,142427416.80407614,142427416.80407614,245229000.0,186849010.48715973,186849010.48715973,9035000.0,5872823.959786523,5872823.959786523,31930000.0,32877495.5691837,32877495.5691837,11246000.0,7041000.000000002,7041000.000000002
193,38,0,24556000.0,37598801.72692609,37598801.72692609,5997000.0,22658744.682792827,22658744.682792827,18559000.0,47499367.05928719,47499367.05928719,-561000.0,2392021.7600252945,2392021.7600252945,1648000.0,-350310.8740967747,-350310.8740967747,1087000.0,1818944.6959900628,1818944.6959900628,-8770000.0,-4649737.155425379,-4649737.155425379,3225000.0,8019728.613751834,8019728.613751834,-3786000.0,-1506386.8947267872,-1506386.8947267872
680,820,3,7852974.0,228718244.50674608,228718244.50674608,8726749.0,-59923577.22648394,-59923577.22648394,-873775.0,410112752.07231104,410112752.07231104,1562860.0,6425014.284875822,6425014.284875822,0.0,7163750.032690445,7163750.032690445,1562860.0,12603351.532640845,12603351.532640845,-1603437.0,-840319.7430711985,-840319.7430711985,3166297.0,10209238.20113388,10209238.20113388,-1603437.0,-1273292.2352353442,-1273292.2352353442
702,1325,3,52606000.0,282787548.0922548,282787548.0922548,31088000.0,-35323361.90009636,-35323361.90009636,21518000.0,472712426.897811,472712426.897811,2202000.0,6677976.908938411,6677976.908938411,21569000.0,24821954.007315874,24821954.007315874,23771000.0,31609844.921362363,31609844.921362363,-1737000.0,-595869.2779345191,-595869.2779345191,2889000.0,10716071.316954505,10716071.316954505,-687000.0,-2060955.0203960538,-2060955.0203960538
499,967,1,641605000.0,955440136.5022111,955440136.5022111,98505000.0,73650451.38098751,73650451.38098751,543100000.0,715782905.8374622,715782905.8374622,35752000.0,51626108.769350484,51626108.769350484,3063000.0,3448584.9639623687,3448584.9639623687,38815000.0,65489854.899489716,65489854.899489716,-5995000.0,-1457458.5176473456,-1457458.5176473456,24767000.0,36582783.289328866,36582783.289328866,10985000.0,16026600.000000002,16026600.000000002
277,961,2,428119000.0,1108931209.2292092,1108931209.2292092,200385000.0,311628823.99380183,311628823.99380183,227734000.0,692073803.1613679,692073803.1613679,32734000.0,46800229.03271123,46800229.03271123,3693000.0,697199.5434893379,697199.5434893379,36427000.0,59880261.7038607,59880261.7038607,-31432000.0,-31412085.51293588,-31412085.51293588,67859000.0,92263416.9734974,92263416.9734974,-35125000.0,-42114901.901923954,-42114901.901923954
1540,700,3,1748597000.0,1873923722.6677372,1873923722.6677372,773677579.6790999,734988195.9758189,734988195.9758189,871968000.0,1095679600.5692377,1095679600.5692377,88936000.0,96877103.40739217,96877103.40739217,314131000.0,317022924.7835305,317022924.7835305,403067000.0,413546089.6691717,413546089.6691717,36520000.0,39236190.24872463,39236190.24872463,38806000.0,46865737.303766035,46865737.303766035,50130000.0,52041363.39038193,52041363.39038193
40,1512,1,-12646800000.0,-7010770759.3171,-7010770759.3171,-10176700000.0,-9017396712.363497,-9017396712.363497,-2456100000.0,1339163747.0062687,1339163747.0062687,244400000.0,252349880.93238106,252349880.93238106,496400000.0,446910590.3455965,446910590.3455965,740800000.0,649842281.8970553,649842281.8970553,16300000.0,-104716404.19662614,-104716404.19662614,228100000.0,363638395.4500079,363638395.4500079,16300000.0,-110489999.99999997,-110489999.99999997
109,958,0,1646711000.0,1911084579.8872857,1911084579.8872857,1388441000.0,1446429014.3564422,1446429014.3564422,258270000.0,458610042.06243086,458610042.06243086,48094000.0,52305849.11194593,52305849.11194593,144654000.0,168684286.32288885,168684286.32288885,147710000.0,164354788.52312174,164354788.52312174,-42502000.0,-58199635.978342466,-58199635.978342466,79586000.0,100916144.88676536,100916144.88676536,-31492000.0,-46319887.92819356,-46319887.92819356
111,1108,0,632540000.0,741277098.4714725,741277098.4714725,270366000.0,265751890.2592566,265751890.2592566,362174000.0,465909836.66004384,465909836.66004384,197077000.0,158386797.73511308,158386797.73511308,14622000.0,4336423.377492498,4336423.377492498,211699000.0,152084121.38772038,152084121.38772038,-57776000.0,-13831092.04095007,-13831092.04095007,97890000.0,102356731.9813277,102356731.9813277,99187000.0,54757171.90209663,54757171.90209663
662,285,3,156269000.0,467838130.4149233,467838130.4149233,70363000.0,36361190.55537486,36361190.55537486,85906000.0,605719096.6415228,605719096.6415228,19503000.0,26033086.12422574,26033086.12422574,30881000.0,41224009.505629435,41224009.505629435,50384000.0,66588689.88033937,66588689.88033937,3657000.0,7362968.329616759,7362968.329616759,15846000.0,22388336.174502265,22388336.174502265,3657000.0,4908795.251158241,4908795.251158241
1749,1091,2,12875300000.0,11047149648.410439,11047149648.410439,6095371591.431398,6452633526.851894,6452633526.851894,1810000000.0,2810435087.811514,2810435087.811514,1227700000.0,1192827348.777543,1192827348.777543,4400600000.0,4510078328.178279,4510078328.178279,5628300000.0,5645499650.599429,5645499650.599429,478400000.0,392718500.52198374,392718500.52198374,749300000.0,775780027.575795,775780027.575795,478400000.0,401802017.3047377,401802017.3047377
340,1347,1,441781000.0,814025221.2445648,814025221.2445648,86587000.0,100458165.22093365,100458165.22093365,355194000.0,666998848.9354508,666998848.9354508,97393000.0,105435423.4840873,105435423.4840873,44971000.0,42803514.2175123,42803514.2175123,142364000.0,158394977.14705095,158394977.14705095,9954000.0,4310076.275530013,4310076.275530013,87439000.0,103519229.19077002,103519229.19077002,9954000.0,6307850.000000001,6307850.000000001
811,109,4,1903960000.0,2069286588.8125906,2069286588.8125906,1118147333.3250542,1120415399.7680392,1120415399.7680392,464992000.0,650936960.8282005,650936960.8282005,314173000.0,302682000.0,302682000.0,381360000.0,361627758.0236006,361627758.0236006,695533000.0,675498089.0159706,675498089.0159706,49703000.0,45119636.36333583,45119636.36333583,262823000.0,258399815.16760334,258399815.16760334,51350000.0,46970350.0,46970350.0
1016,567,1,413017000.0,551916291.2882222,551916291.2882222,156380700.0672279,44807224.83706035,44807224.83706035,290614000.0,563502416.3818475,563502416.3818475,164000.0,8850640.42947132,8850640.42947132,0.0,-2173798.7973151077,-2173798.7973151077,164000.0,16704879.736967728,16704879.736967728,-47612000.0,-47846625.944463655,-47846625.944463655,47776000.0,59172599.29380625,59172599.29380625,-47612000.0,-49572000.0,-49572000.0
1696,268,0,6459000000.0,6419088126.720582,6419088126.720582,3814000000.0,3966939457.4149895,3966939457.4149895,2645000000.0,2485178927.342384,2485178927.342384,417000000.0,440555853.9907267,440555853.9907267,1137000000.0,1169459200.4751277,1169459200.4751277,1554000000.0,1603384177.9160075,1603384177.9160075,109000000.0,150068856.77718452,150068856.77718452,308000000.0,248943034.8363508,248943034.8363508,109000000.0,190492458.28709555,190492458.28709555
200,763,0,6683800000.0,6571594879.505675,6571594879.505675,2530688381.1304083,2535926675.1623445,2535926675.1623445,4153111618.869592,4025492210.928309,4025492210.928309,363300000.0,381856599.72666466,381856599.72666466,268000000.0,271419401.3864872,271419401.3864872,631300000.0,650491549.9649093,650491549.9649093,83300000.0,78328493.28308445,78328493.28308445,257700000.0,276927941.27555966,276927941.27555966,105600000.0,103404193.96768928,103404193.96768928
1994,1188,0,165094000.0,252238613.15743083,252238613.15743083,70482000.0,122949529.50965305,122949529.50965305,94612000.0,132548771.30380002,132548771.30380002,17629000.0,20530177.83719626,20530177.83719626,13074000.0,9264300.342538482,9264300.342538482,30703000.0,26302973.622218706,26302973.622218706,1152000.0,250068.01769166056,250068.01769166056,16477000.0,23019690.363481104,23019690.363481104,1152000.0,775840.512440638,775840.512440638
735,352,1,8604673.0,351229626.5222542,351229626.5222542,2338502.0,-58831172.72340509,-58831172.72340509,6266171.0,468095852.05367875,468095852.05367875,1119391.0,8218454.422457229,8218454.422457229,1576117.0,145352.18294387194,145352.18294387194,2695508.0,13183567.445310589,13183567.445310589,23726.0,-760223.4803013853,-760223.4803013853,1095665.0,6929524.929198617,6929524.929198617,23726.0,34217.14999999998,34217.14999999998
1160,1540,4,30395557000.0,23843740827.870773,23843740827.870773,16133181687.752192,15121574856.991047,15121574856.991047,6297705000.0,4286281625.9548173,4286281625.9548173,3044686000.0,2955474000.0,2955474000.0,6751495000.0,6379268406.552591,6379268406.552591,9796181000.0,9333215026.810524,9333215026.810524,692314000.0,806532700.4759624,806532700.4759624,2352372000.0,2167086135.2423644,2167086135.2423644,692314000.0,778333799.9999999,778333799.9999999
2018,841,2,764077821.0,1080163092.1754885,1080163092.1754885,149164973.0,197149556.17018974,197149556.17018974,540969385.0,631871590.8114473,631871590.8114473,20737462.0,31387073.83774247,31387073.83774247,3810639.0,461146.51675555157,461146.51675555157,24548101.0,44092030.147568434,44092030.147568434,-1942729.0,752567.4548593584,752567.4548593584,26490830.0,33070794.096626326,33070794.096626326,-5753368.0,-6592700.939009982,-6592700.939009982
597,1362,1,19932000000.0,17517756558.467754,17517756558.467754,15924000000.0,16399240847.9762,16399240847.9762,3938000000.0,3035244359.629732,3035244359.629732,677000000.0,660466582.1733148,660466582.1733148,2894000000.0,2960242201.214934,2960242201.214934,3571000000.0,3598914270.75098,3598914270.75098,325000000.0,334268469.8036235,334268469.8036235,132000000.0,172901110.0227783,172901110.0227783,545000000.0,490799999.9999999,490799999.9999999
1089,365,3,114455000.0,376752498.71602166,376752498.71602166,66800000.0,-19017440.939073622,-19017440.939073622,47655000.0,494530341.4924009,494530341.4924009,-324000.0,5214299.908234848,5214299.908234848,692000.0,8493259.021555096,8493259.021555096,368000.0,13614051.506084073,13614051.506084073,-4444000.0,-2385186.350316258,-2385186.350316258,6127000.0,13808426.656780919,13808426.656780919,-6451000.0,-6913143.140397205,-6913143.140397205
1635,1058,0,123009000000.0,110869332495.19801,110869332495.19801,61047097858.95223,54932963498.04056,54932963498.04056,24132000000.0,21643897136.78153,21643897136.78153,3661000000.0,3157579754.3355265,3157579754.3355265,846000000.0,664518800.2057636,664518800.2057636,4507000000.0,3734675123.3456564,3734675123.3456564,401000000.0,530611678.2690834,530611678.2690834,5487000000.0,5026850847.864884,5026850847.864884,-1826000000.0,-1680262347.8890052,-1680262347.8890052
394,898,0,1472222000.0,1286351315.2509668,1286351315.2509668,444895000.0,408860979.0931288,408860979.0931288,1027327000.0,901156985.6274798,901156985.6274798,423804000.0,428084535.69137186,428084535.69137186,0.0,-3260532.406226404,-3260532.406226404,423804000.0,401024935.17523676,401024935.17523676,44683000.0,45962982.656573065,45962982.656573065,379121000.0,383039071.55947655,383039071.55947655,44683000.0,45927698.83588469,45927698.83588469
176,1342,1,1707972000.0,1691363555.5627978,1691363555.5627978,826699000.0,788771181.0335842,788771181.0335842,881273000.0,728445818.5086706,728445818.5086706,161237000.0,182905189.92691687,182905189.92691687,18721000.0,11885887.416967034,11885887.416967034,179958000.0,210626140.50383,210626140.50383,-38330000.0,14468495.013356362,14468495.013356362,218288000.0,186287199.3182163,186287199.3182163,-57051000.0,-889000.0000000065,-889000.0000000065
958,1209,4,140348000.0,464817286.00613475,464817286.00613475,22627000.0,-26675985.9578804,-26675985.9578804,117721000.0,411989112.0028583,411989112.0028583,18849000.0,17812000.0,17812000.0,19797000.0,12785836.415625857,12785836.415625857,38646000.0,42857543.48211174,42857543.48211174,5179000.0,6238643.1569573,6238643.1569573,24028000.0,33705168.68760239,33705168.68760239,-5179000.0,-7474800.0,-7474800.0
651,1103,0,68862000000.0,70130188649.24567,70130188649.24567,37281000000.0,38000675440.264,38000675440.264,30258000000.0,30648496516.54889,30648496516.54889,682000000.0,902719553.6149014,902719553.6149014,1405000000.0,1580498740.6246235,1580498740.6246235,2087000000.0,1983493609.180604,1983493609.180604,938000000.0,1056288759.142541,1056288759.142541,2969000000.0,2732055332.7284336,2732055332.7284336,-2287000000.0,-1987148216.4389918,-1987148216.4389918
648,1099,4,484306000.0,786659072.137152,786659072.137152,160149000.0,131916507.29486066,131916507.29486066,324110000.0,558992319.8960912,558992319.8960912,35935000.0,38712000.0,38712000.0,49919000.0,50310370.17822443,50310370.17822443,85854000.0,98356399.20269674,98356399.20269674,8224000.0,11254600.745118909,11254600.745118909,26558000.0,33401872.688544285,33401872.688544285,9377000.0,11674049.999999998,11674049.999999998
1124,928,0,263629355.0,320283689.89330894,320283689.89330894,139827658.8984726,186005844.9126503,186005844.9126503,106790041.0,151117511.28291535,151117511.28291535,4718481.0,8444268.386053797,8444268.386053797,-3354938.0,-8169201.133424053,-8169201.133424053,1363543.0,-2910439.8954805094,-2910439.8954805094,2345966.0,2584428.9639474596,2584428.9639474596,2372515.0,8869153.954058342,8869153.954058342,2345966.0,2248801.9929416534,2248801.9929416534
1983,736,2,22654400000.0,20056573595.022552,20056573595.022552,10023579681.929111,10321555197.502377,10321555197.502377,12050300000.0,6441632174.475153,6441632174.475153,409600000.0,584118782.1929463,584118782.1929463,3138700000.0,2931370898.9573474,2931370898.9573474,3548300000.0,3421804247.6094313,3421804247.6094313,145800000.0,442323335.3471991,442323335.3471991,119900000.0,137801710.21695215,137801710.21695215,289700000.0,499184918.0733783,499184918.0733783
1330,241,2,55695000.0,673373249.0576617,673373249.0576617,80300000.0,102392116.76714738,102392116.76714738,-24605000.0,474309628.947998,474309628.947998,-33328000.0,3916544.561513573,3916544.561513573,45694000.0,8115766.132965737,8115766.132965737,12366000.0,24181361.22128981,24181361.22128981,-48025000.0,-16114204.274154235,-16114204.274154235,14697000.0,23762701.72529066,23762701.72529066,-48025000.0,-21200651.73511325,-21200651.73511325
445,395,3,33248145.0,404544848.1209588,404544848.1209588,21743057.0,-56815155.74355358,-56815155.74355358,11505088.0,457123777.47762626,457123777.47762626,1461398.0,5446636.926317475,5446636.926317475,569502.0,34140584.39202738,34140584.39202738,2030900.0,116025546.09320596,116025546.09320596,-12979193.0,-2836810.376297975,-2836810.376297975,15010093.0,9465057.220524728,9465057.220524728,-13548695.0,-4261938.322361024,-4261938.322361024
908,1449,4,19900000000.0,13230201712.579685,13230201712.579685,10348000000.0,7792158718.071868,7792158718.071868,9552000000.0,5161716420.294052,5161716420.294052,2649000000.0,2517000000.0,2517000000.0,0.0,-3301964.2482600166,-3301964.2482600166,2649000000.0,2552937449.096182,2552937449.096182,467000000.0,610118478.628939,610118478.628939,2182000000.0,1990267503.296807,1990267503.296807,467000000.0,595150000.0,595150000.0
1585,674,4,2485319000.0,2326591202.078406,2326591202.078406,1254039550.5762374,1127057011.9377646,1127057011.9377646,1849463000.0,1247409709.0639417,1247409709.0639417,775144000.0,694622000.0,694622000.0,0.0,1307877.8031162345,1307877.8031162345,775144000.0,715605100.3134698,715605100.3134698,128435000.0,116486706.53276171,116486706.53276171,646709000.0,576338849.5403582,576338849.5403582,128435000.0,117493199.99999999,117493199.99999999
643,1569,0,959084000.0,1051857129.9401528,1051857129.9401528,491986000.0,505994561.4034201,505994561.4034201,395838334.6316486,402973534.9744984,402973534.9744984,56609000.0,60737755.07025334,60737755.07025334,47928000.0,44543749.80294754,44543749.80294754,104537000.0,104691164.81313495,104691164.81313495,-22287000.0,-20284317.45820883,-20284317.45820883,141301000.0,148075444.65373355,148075444.65373355,-84692000.0,-84716453.97212166,-84716453.97212166
1240,1570,4,1657157000.0,2583012148.937351,2583012148.937351,2335507000.0,2703811468.549362,2703811468.549362,-678350000.0,684945000.1973972,684945000.1973972,-96698000.0,229386000.0,229386000.0,98929000.0,92968235.74863839,92968235.74863839,2231000.0,296887116.8467375,296887116.8467375,-125632000.0,-45876067.948806584,-45876067.948806584,312618000.0,448815798.0481704,448815798.0481704,-409316000.0,-210469100.0,-210469100.0
64,427,1,1590600000.0,1714571272.1964612,1714571272.1964612,748600000.0,703353390.2321078,703353390.2321078,842000000.0,939133588.6927518,939133588.6927518,59700000.0,85676141.11388285,85676141.11388285,141700000.0,145607557.2668525,145607557.2668525,201400000.0,248680660.81306627,248680660.81306627,13800000.0,27808164.47775531,27808164.47775531,37700000.0,49861974.05044634,49861974.05044634,22000000.0,37050850.0,37050850.0
1027,658,0,919607000.0,1000871865.6016018,1000871865.6016018,266509000.0,318485712.7548877,318485712.7548877,653098000.0,675558855.0448788,675558855.0448788,68886000.0,67929138.5812146,67929138.5812146,19532000.0,13066353.437220221,13066353.437220221,84131000.0,73506985.55127786,73506985.55127786,-18050000.0,-18863278.00055457,-18863278.00055457,86936000.0,90458628.11358033,90458628.11358033,-18050000.0,-19663310.52492904,-19663310.52492904
1034,320,3,121754701.0,606746765.4852701,606746765.4852701,28424394.0,17139024.880288184,17139024.880288184,93330307.0,510124551.7007866,510124551.7007866,1406469.0,4111610.25329037,4111610.25329037,-1378985.0,6978391.750607251,6978391.750607251,27484.0,14939148.077747088,14939148.077747088,-14928443.0,-292687894.5662097,-292687894.5662097,16334912.0,270741260.6460744,270741260.6460744,-14928443.0,-294471550.82168573,-294471550.82168573
802,514,4,12973000000.0,10840747272.44944,10840747272.44944,6013807636.489885,5817638879.879236,5817638879.879236,6537000000.0,2531564664.6871843,2531564664.6871843,82000000.0,70000000.0,70000000.0,545000000.0,552712958.7095481,552712958.7095481,627000000.0,579781332.1200781,579781332.1200781,7000000.0,233219286.03575483,233219286.03575483,46000000.0,64090821.193730235,64090821.193730235,36000000.0,165700000.0000003,165700000.0000003
981,945,3,613608000.0,782443061.2300673,782443061.2300673,391072000.0,301433871.6093437,301433871.6093437,222536000.0,658932178.2639754,658932178.2639754,1437000.0,3400171.34263161,3400171.34263161,10955000.0,17725115.4674076,17725115.4674076,12392000.0,19647667.78334552,19647667.78334552,-84729000.0,-83762747.04849562,-83762747.04849562,40703000.0,46642266.56384623,46642266.56384623,-39266000.0,-43774338.87435704,-43774338.87435704
1046,867,1,102303000.0,480239968.6696063,480239968.6696063,104192000.0,61504161.941123895,61504161.941123895,-1889000.0,497305087.5922557,497305087.5922557,12811000.0,18830104.01768601,18830104.01768601,42439000.0,39809420.6185703,39809420.6185703,55250000.0,70160569.51465374,70160569.51465374,700000.0,-3070321.686406681,-3070321.686406681,12111000.0,20766205.929050483,20766205.929050483,700000.0,-2958800.0,-2958800.0
581,454,4,1023085000.0,1324230116.528446,1324230116.528446,937155000.0,873746781.2198069,873746781.2198069,85930000.0,524818692.3620146,524818692.3620146,87759000.0,96462000.0,96462000.0,257840000.0,221545692.17027888,221545692.17027888,345599000.0,333456044.0570103,333456044.0570103,-36941000.0,-37018037.53404677,-37018037.53404677,111965000.0,119149047.70488684,119149047.70488684,-24206000.0,-20751149.99999999,-20751149.99999999
1033,472,1,822101000.0,821180832.0928131,821180832.0928131,260505000.0,169728391.89160305,169728391.89160305,561596000.0,623545158.8750787,623545158.8750787,113425000.0,91880218.30857447,91880218.30857447,-8261000.0,-9641106.79718375,-9641106.79718375,105164000.0,97301297.67915215,97301297.67915215,25956000.0,-17503598.22108369,-17503598.22108369,87469000.0,99125420.0857495,99125420.0857495,25956000.0,-13581600.00000001,-13581600.00000001
1908,1238,0,972779000.0,1496772349.2632382,1496772349.2632382,674585000.0,1218626527.1116326,1218626527.1116326,298194000.0,285067908.43459505,285067908.43459505,81122000.0,81717094.38506782,81717094.38506782,33069000.0,28606050.130115233,28606050.130115233,114191000.0,109263652.26546189,109263652.26546189,-12742000.0,-14974016.818474004,-14974016.818474004,93864000.0,98763561.74500263,98763561.74500263,-12742000.0,-15161679.31937002,-15161679.31937002
1486,904,4,505122000.0,745782601.3501906,745782601.3501906,329765000.0,299445301.12669235,299445301.12669235,175357000.0,473304285.86077327,473304285.86077327,66862000.0,68682000.0,68682000.0,-15726000.0,-20404578.935240947,-20404578.935240947,51136000.0,64150413.79833015,64150413.79833015,-8784000.0,5901749.379967428,5901749.379967428,75646000.0,65522894.41110247,65522894.41110247,-8784000.0,7398450.000000003,7398450.000000003
640,990,3,420505000.0,593637796.8806499,593637796.8806499,230508000.0,180557982.96494585,180557982.96494585,189997000.0,620279853.360529,620279853.360529,53603000.0,55968017.79957819,55968017.79957819,71511000.0,76824586.37277868,76824586.37277868,125114000.0,134524038.00131887,134524038.00131887,16734000.0,18021249.619941164,18021249.619941164,36869000.0,41441231.78686619,41441231.78686619,16734000.0,16290917.20409925,16290917.20409925
1988,706,2,216274000000.0,138460609667.12073,138460609667.12073,73401000000.0,49472289742.46634,49472289742.46634,142873000000.0,33194430493.573235,33194430493.573235,27936000000.0,26011332271.69873,26011332271.69873,6210000000.0,5184801165.886531,5184801165.886531,34146000000.0,31692410124.59962,31692410124.59962,13748000000.0,8229609101.394596,8229609101.394596,20398000000.0,22511418135.19531,22511418135.19531,7538000000.0,2855865092.673876,2855865092.673876
469,262,1,122531000000.0,78505228396.02068,78505228396.02068,74517000000.0,68863807142.23114,68863807142.23114,57494689417.43809,9208285353.774376,9208285353.774376,11370000000.0,9930204466.392754,9930204466.392754,10501000000.0,10682676012.609781,10682676012.609781,21871000000.0,20286369404.06144,20286369404.06144,5767000000.0,4187411993.227128,4187411993.227128,5604000000.0,5550357258.161676,5550357258.161676,5766000000.0,4213749999.999999,4213749999.999999
606,1374,4,5723214000.0,4453341951.750386,4453341951.750386,2776207000.0,2086978720.1683435,2086978720.1683435,2947007000.0,2112804382.522409,2112804382.522409,448941000.0,487683000.0,487683000.0,516900000.0,526866676.31261533,526866676.31261533,865197000.0,951897073.425837,951897073.425837,78214000.0,94004961.17274079,94004961.17274079,370727000.0,377694170.2174615,377694170.2174615,78214000.0,96388149.99999997,96388149.99999997
1877,1138,0,689227000.0,394219092.3208934,394219092.3208934,562767000.0,173274272.09155145,173274272.09155145,126460000.0,228351370.1563468,228351370.1563468,40662000.0,38092210.07915341,38092210.07915341,11086000.0,3459398.7844409253,3459398.7844409253,47740000.0,37926762.86386001,37926762.86386001,-28335000.0,-56493.295322031714,-56493.295322031714,68997000.0,40729025.85604802,40729025.85604802,-28335000.0,355584.02416462824,355584.02416462824
1148,1255,3,600857000.0,629052819.9943669,629052819.9943669,331349000.0,175084069.47782093,175084069.47782093,269508000.0,633180027.114809,633180027.114809,50595000.0,47855419.90248515,47855419.90248515,6532000.0,11965665.557067655,11965665.557067655,57127000.0,59129840.1693233,59129840.1693233,-62120000.0,-65062401.66893483,-65062401.66893483,83188000.0,81934947.31393528,81934947.31393528,-32593000.0,-37189388.03419853,-37189388.03419853
1653,1150,3,56794000.0,331472027.0839483,331472027.0839483,12682000.0,-40902448.8708812,-40902448.8708812,44112000.0,507210970.8414274,507210970.8414274,25087000.0,22302919.997260146,22302919.997260146,14791000.0,19809144.211033415,19809144.211033415,39878000.0,39271948.19433434,39271948.19433434,-4627000.0,-589987.7995767347,-589987.7995767347,44505000.0,38758748.507197216,38758748.507197216,-19418000.0,-12617714.084244726,-12617714.084244726
1205,743,0,3747000.0,51625523.21870972,51625523.21870972,4407000.0,31021798.063996255,31021798.063996255,-660000.0,41790859.96204503,41790859.96204503,-1515000.0,979137.4761944287,979137.4761944287,1515000.0,-484773.9950401932,-484773.9950401932,0.0,-4057989.7957124133,-4057989.7957124133,-2598000.0,-2478958.438362134,-2478958.438362134,1083000.0,6178512.631954553,6178512.631954553,-2598000.0,-1882739.5526245143,-1882739.5526245143
1612,891,2,3505835000.0,3516875154.8410892,3516875154.8410892,1860807256.214476,1814058367.1367462,1814058367.1367462,1470074000.0,1736547863.3221235,1736547863.3221235,601953000.0,745207608.1327673,745207608.1327673,626097000.0,776454914.5092441,776454914.5092441,1228050000.0,1517016146.063124,1517016146.063124,88554000.0,85536383.62282008,85536383.62282008,475916000.0,573846311.225414,573846311.225414,126037000.0,131091767.03255765,131091767.03255765
1894,1039,4,203011000.0,404443620.96757185,404443620.96757185,255300000.0,142067915.8552242,142067915.8552242,-52289000.0,363120158.43707687,363120158.43707687,8409000.0,8963000.0,8963000.0,25579000.0,19489013.694500275,19489013.694500275,33988000.0,41321863.003955826,41321863.003955826,-8212000.0,-11512862.222895363,-11512862.222895363,15533000.0,24163658.971448593,24163658.971448593,-7124000.0,-8320049.999999998,-8320049.999999998
458,712,1,3126495000.0,2891193546.921586,2891193546.921586,2137404000.0,2193476149.5668354,2193476149.5668354,989091000.0,1273785004.0682404,1273785004.0682404,70679000.0,96512787.9572689,96512787.9572689,930828000.0,887815326.9546387,887815326.9546387,1001507000.0,1002083102.2799972,1002083102.2799972,21039000.0,31928812.31749275,31928812.31749275,49640000.0,71683372.89845039,71683372.89845039,21039000.0,32227199.999999993,32227199.999999993
782,165,3,36175654.0,316406932.41277707,316406932.41277707,19187381.496044576,-33296188.92549455,-33296188.92549455,18868678.0,453096102.4140699,453096102.4140699,22295962.0,20309541.424188424,20309541.424188424,2274626.0,9970229.70376614,9970229.70376614,24570588.0,29024144.543787703,29024144.543787703,-1191082.0,-1473219.6186426752,-1473219.6186426752,23487044.0,24616080.7202103,24616080.7202103,-1191082.0,-3504118.3218716164,-3504118.3218716164
21,232,1,3642433000.0,3259162553.2477055,3259162553.2477055,1611617055.0351417,1481073093.7855637,1481073093.7855637,2307595000.0,1471287788.4352582,1471287788.4352582,392263000.0,400134671.20906574,400134671.20906574,1442178000.0,1450021315.3887563,1450021315.3887563,1834441000.0,1840995144.4154253,1840995144.4154253,185633000.0,183042410.57811382,183042410.57811382,1648808000.0,1634950782.0771425,1634950782.0771425,-1256545000.0,-1222454200.0,-1222454200.0
323,342,1,102171000.0,498720994.07224405,498720994.07224405,80142000.0,67333362.65834022,67333362.65834022,22029000.0,532167991.434741,532167991.434741,11994000.0,22228668.112536706,22228668.112536706,1280000.0,393207.01380297355,393207.01380297355,12084000.0,28321818.820909113,28321818.820909113,-8453000.0,-8983467.837564452,-8983467.837564452,20447000.0,35658593.23572945,35658593.23572945,-8453000.0,-8647649.999999996,-8647649.999999996
1847,1419,4,11562769000.0,7944491650.1043005,7944491650.1043005,8634392000.0,6032786226.167896,6032786226.167896,2928377000.0,2636488127.3135595,2636488127.3135595,696915000.0,826245000.0,826245000.0,4617768000.0,4263541743.0647817,4263541743.0647817,5314683000.0,5192276726.379753,5192276726.379753,87484000.0,135808413.34296054,135808413.34296054,6096071000.0,5526301203.450168,5526301203.450168,-5399156000.0,-4839183650.0,-4839183650.0
1304,989,4,1061958000.0,1082964460.3410182,1082964460.3410182,603583000.0,320598349.8957653,320598349.8957653,275904000.0,535268809.38842434,535268809.38842434,75380000.0,56361000.0,56361000.0,85007000.0,90664627.36131562,90664627.36131562,160387000.0,160029479.42387787,160029479.42387787,19279000.0,-9117247.832977239,-9117247.832977239,56101000.0,71867691.21062614,71867691.21062614,19279000.0,-5370100.000000008,-5370100.000000008
